num_expediente,hora,cod_distrito,tipo_accidente,estado_meteorológico,tipo_vehiculo,tipo_persona,rango_edad,sexo,lesividad,x_utm,y_utm,mes,dia
2021S000474,18:55:00,3.0,colisión lateral,despejado,maquinaria de obras,conductor,adulto,hombre,sin asistencia,442685.398,4474242.864,1,4
2021S000474,18:55:00,3.0,colisión lateral,despejado,turismo,conductor,joven,hombre,sin asistencia,442685.398,4474242.864,1,4
2021S000475,23:10:00,14.0,choque contra obstáculo fijo,despejado,turismo,conductor,joven,hombre,sin asistencia,445078.986,4473075.484,1,3
2021S000475,23:10:00,14.0,choque contra obstáculo fijo,despejado,turismo,conductor,joven,hombre,sin asistencia,445078.986,4473075.484,1,3
2021S000477,21:30:00,9.0,caída,despejado,ciclomotor,conductor,adulto,hombre,leve,439229.226,4475537.502,1,4
2021S000480,23:42:00,20.0,colisión múltiple,despejado,autocaravana,conductor,joven,hombre,sin asistencia,448388.121,4475643.976,1,4
2021S000480,23:42:00,20.0,colisión múltiple,despejado,turismo,conductor,joven,hombre,sin asistencia,448388.121,4475643.976,1,4
2021S000480,23:42:00,20.0,colisión múltiple,despejado,turismo,conductor,joven,hombre,sin asistencia,448388.121,4475643.976,1,4
2021S000480,23:42:00,20.0,colisión múltiple,despejado,turismo,conductor,joven,hombre,sin asistencia,448388.121,4475643.976,1,4
2021S000480,23:42:00,20.0,colisión múltiple,despejado,turismo,pasajero,joven,hombre,sin asistencia,448388.121,4475643.976,1,4
2021S000480,23:42:00,20.0,colisión múltiple,despejado,turismo,pasajero,joven,hombre,sin asistencia,448388.121,4475643.976,1,4
2021S000480,23:42:00,20.0,colisión múltiple,despejado,turismo,pasajero,joven,mujer,sin asistencia,448388.121,4475643.976,1,4
2021S000492,0:35:00,14.0,choque contra obstáculo fijo,despejado,turismo,conductor,adulto,hombre,sin asistencia,447239.568,4473513.405,1,5
2021S000494,3:35:00,15.0,vuelco,despejado,turismo,conductor,joven,hombre,sin asistencia,444068.299,4477012.524,1,5
2021S000494,3:35:00,15.0,vuelco,despejado,turismo,pasajero,joven,hombre,sin asistencia,444068.299,4477012.524,1,5
2021S000494,3:35:00,15.0,vuelco,despejado,turismo,pasajero,joven,hombre,leve,444068.299,4477012.524,1,5
2021S000494,3:35:00,15.0,vuelco,despejado,turismo,pasajero,adulto,hombre,sin asistencia,444068.299,4477012.524,1,5
2021S000499,13:10:00,15.0,alcance,nevando,camión rígido,conductor,adulto,hombre,sin asistencia,444422.723,4475520.074,1,4
2021S000499,13:10:00,15.0,alcance,nevando,turismo,conductor,adulto,hombre,leve,444422.723,4475520.074,1,4
2021S000500,1:00:00,2.0,colisión fronto-lateral,despejado,turismo,conductor,joven,hombre,sin asistencia,442131.253,4470805.184,1,5
2021S000500,1:00:00,2.0,colisión fronto-lateral,despejado,turismo,conductor,joven,mujer,sin asistencia,442131.253,4470805.184,1,5
2021S000500,1:00:00,2.0,colisión fronto-lateral,despejado,turismo,pasajero,joven,mujer,sin asistencia,442131.253,4470805.184,1,5
2021S000502,11:55:00,20.0,atropello a persona,despejado,furgoneta,conductor,adulto,hombre,sin asistencia,448575.719,4474592.652,1,5
2021S000502,11:55:00,20.0,atropello a persona,despejado,furgoneta,pasajero,adulto,hombre,sin asistencia,448575.719,4474592.652,1,5
2021S000502,11:55:00,20.0,atropello a persona,despejado,furgoneta,peatón,adulto,mujer,leve,448575.719,4474592.652,1,5
2021S000505,17:30:00,12.0,atropello a persona,nevando,turismo,conductor,joven,hombre,sin asistencia,439990.877,4470623.234,1,3
2021S000505,17:30:00,12.0,atropello a persona,nevando,turismo,peatón,joven,hombre,sin asistencia,439990.877,4470623.234,1,3
2021S000507,16:05:00,15.0,alcance,despejado,turismo,conductor,joven,hombre,sin asistencia,444309.158,4474837.868,1,5
2021S000507,16:05:00,15.0,alcance,despejado,turismo,conductor,joven,hombre,sin asistencia,444309.158,4474837.868,1,5
2021S000507,16:05:00,15.0,alcance,despejado,turismo,pasajero,joven,hombre,sin asistencia,444309.158,4474837.868,1,5
2021S000508,17:05:00,3.0,caída,despejado,motocicleta > 125cc,conductor,adulto,hombre,leve,443189.66,4473960.926,1,5
2021S000509,17:25:00,15.0,atropello a persona,nevando,turismo,conductor,adulto,hombre,sin asistencia,446046.726,4475230.456,1,5
2021S000509,17:25:00,15.0,atropello a persona,nevando,turismo,peatón,adulto,hombre,leve,446046.726,4475230.456,1,5
2021S000511,18:50:00,3.0,alcance,despejado,bicicleta,conductor,joven,hombre,leve,442463.949,4472700.083,1,5
2021S000511,18:50:00,3.0,alcance,despejado,turismo,conductor,mayor,hombre,sin asistencia,442463.949,4472700.083,1,5
2021S000512,19:30:00,11.0,caída,nevando,motocicleta hasta 125cc,conductor,adulto,mujer,leve,439259.797,4472108.21,1,5
2021S000513,16:15:00,18.0,choque contra obstáculo fijo,despejado,furgoneta,conductor,joven,hombre,sin asistencia,449085.052,4468653.679,1,5
2021S000513,16:15:00,18.0,choque contra obstáculo fijo,despejado,turismo,conductor,joven,hombre,sin asistencia,449085.052,4468653.679,1,5
2021S000514,21:15:00,14.0,alcance,despejado,turismo,conductor,joven,hombre,sin asistencia,446838.052,4474137.526,1,5
2021S000514,21:15:00,14.0,alcance,despejado,turismo,conductor,adulto,hombre,sin asistencia,446838.052,4474137.526,1,5
2021S000515,21:25:00,17.0,alcance,despejado,turismo,conductor,adulto,hombre,sin asistencia,441140.399,4466419.02,1,5
2021S000515,21:25:00,17.0,alcance,despejado,turismo,conductor,adulto,mujer,leve,441140.399,4466419.02,1,5
2021S000518,23:24:00,11.0,colisión lateral,despejado,turismo,conductor,adulto,hombre,sin asistencia,437432.059,4470782.927,1,5
2021S000518,23:24:00,11.0,colisión lateral,despejado,turismo,conductor,adulto,hombre,sin asistencia,437432.059,4470782.927,1,5
2021S000518,23:24:00,11.0,colisión lateral,despejado,turismo,pasajero,adulto,mujer,sin asistencia,437432.059,4470782.927,1,5
2021S000518,23:24:00,11.0,colisión lateral,despejado,turismo,pasajero,adulto,mujer,sin asistencia,437432.059,4470782.927,1,5
2021S000523,23:55:00,20.0,colisión fronto-lateral,despejado,turismo,conductor,adulto,hombre,sin asistencia,449332.15,4475709.181,1,5
2021S000523,23:55:00,20.0,colisión fronto-lateral,despejado,turismo,conductor,adulto,hombre,sin asistencia,449332.15,4475709.181,1,5
2021S000523,23:55:00,20.0,colisión fronto-lateral,despejado,turismo,pasajero,adulto,mujer,leve,449332.15,4475709.181,1,5
2021S000532,1:55:00,10.0,alcance,despejado,furgoneta,conductor,joven,mujer,sin asistencia,432851.643,4470101.3,1,6
2021S000532,1:55:00,10.0,alcance,despejado,turismo,conductor,joven,hombre,sin asistencia,432851.643,4470101.3,1,6
2021S000535,0:10:00,18.0,alcance,despejado,turismo,conductor,adulto,hombre,sin asistencia,447021.176,4470286.698,1,6
2021S000535,0:10:00,18.0,alcance,despejado,turismo,conductor,adulto,hombre,sin asistencia,447021.176,4470286.698,1,6
2021S000535,0:10:00,18.0,alcance,despejado,turismo,pasajero,joven,mujer,leve,447021.176,4470286.698,1,6
2021S000537,2:00:00,15.0,choque contra obstáculo fijo,despejado,turismo,conductor,adulto,hombre,sin asistencia,444253.063,4475362.766,1,6
2021S000537,2:00:00,15.0,choque contra obstáculo fijo,despejado,turismo,conductor,joven,hombre,sin asistencia,444253.063,4475362.766,1,6
2021S000537,2:00:00,15.0,choque contra obstáculo fijo,despejado,turismo,conductor,joven,hombre,sin asistencia,444253.063,4475362.766,1,6
2021S000540,14:00:00,21.0,choque contra obstáculo fijo,despejado,todo terreno,conductor,adulto,hombre,sin asistencia,450764.859,4478602.558,1,5
2021S000541,8:20:00,15.0,choque contra obstáculo fijo,despejado,turismo,conductor,adulto,hombre,sin asistencia,443009.444,4481607.536,1,5
2021S000542,8:30:00,14.0,alcance,despejado,autobús,conductor,adulto,hombre,sin asistencia,445593.911,4471836.544,1,5
2021S000542,8:30:00,14.0,alcance,despejado,furgoneta,conductor,adulto,hombre,leve,445593.911,4471836.544,1,5
2021S000545,10:40:00,20.0,atropello a persona,despejado,camión rígido,conductor,adulto,hombre,sin asistencia,446069.356,4476538.589,1,6
2021S000545,10:40:00,20.0,atropello a persona,despejado,camión rígido,peatón,adulto,mujer,leve,446069.356,4476538.589,1,6
2021S000546,12:40:00,7.0,caída,despejado,motocicleta hasta 125cc,conductor,joven,hombre,sin asistencia,441428.115,4475346.69,1,6
2021S000546,12:40:00,7.0,caída,despejado,turismo,conductor,adulto,hombre,sin asistencia,441428.115,4475346.69,1,6
2021S000547,13:45:00,4.0,choque contra obstáculo fijo,despejado,todo terreno,conductor,adulto,hombre,sin asistencia,442736.323,4476277.418,1,6
2021S000547,13:45:00,4.0,choque contra obstáculo fijo,despejado,turismo,conductor,adulto,hombre,sin asistencia,442736.323,4476277.418,1,6
2021S000547,13:45:00,4.0,choque contra obstáculo fijo,despejado,turismo,conductor,adulto,mujer,sin asistencia,442736.323,4476277.418,1,6
2021S000547,13:45:00,4.0,choque contra obstáculo fijo,despejado,turismo,conductor,joven,hombre,sin asistencia,442736.323,4476277.418,1,6
2021S000547,13:45:00,4.0,choque contra obstáculo fijo,despejado,turismo,conductor,joven,hombre,sin asistencia,442736.323,4476277.418,1,6
2021S000547,13:45:00,4.0,choque contra obstáculo fijo,despejado,turismo,conductor,joven,hombre,sin asistencia,442736.323,4476277.418,1,6
2021S000548,14:55:00,20.0,colisión lateral,despejado,turismo,conductor,adulto,hombre,sin asistencia,447776.042,4475636.11,1,6
2021S000548,14:55:00,20.0,colisión lateral,despejado,turismo,conductor,adulto,mujer,sin asistencia,447776.042,4475636.11,1,6
2021S000548,14:55:00,20.0,colisión lateral,despejado,turismo,pasajero,adolescente,mujer,sin asistencia,447776.042,4475636.11,1,6
2021S000548,14:55:00,20.0,colisión lateral,despejado,turismo,pasajero,adulto,mujer,sin asistencia,447776.042,4475636.11,1,6
2021S000548,14:55:00,20.0,colisión lateral,despejado,turismo,pasajero,mayor,mujer,sin asistencia,447776.042,4475636.11,1,6
2021S000549,21:50:00,19.0,choque contra obstáculo fijo,nevando,motocicleta > 125cc,conductor,joven,hombre,sin asistencia,448212.453,4472616.015,1,5
2021S000549,21:50:00,19.0,choque contra obstáculo fijo,nevando,motocicleta > 125cc,pasajero,adolescente,hombre,leve,448212.453,4472616.015,1,5
2021S000550,0:30:00,5.0,caída,nevando,motocicleta hasta 125cc,conductor,adulto,hombre,leve,442508.089,4476987.546,1,6
2021S000551,16:20:00,16.0,alcance,despejado,turismo,conductor,adulto,hombre,leve,444085.97,4483410.393,1,1
2021S000551,16:20:00,16.0,alcance,despejado,turismo,conductor,adulto,mujer,leve,444085.97,4483410.393,1,1
2021S000552,18:30:00,8.0,choque contra obstáculo fijo,nevando,turismo,conductor,adulto,hombre,sin asistencia,441468.397,4484607.724,1,4
2021S000553,1:30:00,12.0,colisión fronto-lateral,despejado,turismo,conductor,joven,mujer,sin asistencia,439496.103,4470117.2,1,6
2021S000553,1:30:00,12.0,colisión fronto-lateral,despejado,turismo,conductor,joven,hombre,sin asistencia,439496.103,4470117.2,1,6
2021S000554,19:50:00,5.0,caída,despejado,motocicleta > 125cc,conductor,adulto,hombre,leve,441500.459,4477068.222,1,5
2021S000555,16:58:00,8.0,alcance,nevando,turismo,conductor,adulto,mujer,sin asistencia,440615.744,4481273.648,1,4
2021S000555,16:58:00,8.0,alcance,nevando,turismo,conductor,adulto,hombre,sin asistencia,440615.744,4481273.648,1,4
2021S000557,18:35:00,3.0,caída,despejado,motocicleta hasta 125cc,conductor,joven,hombre,sin asistencia,442648.117,4474659.124,1,6
2021S000558,22:00:00,20.0,caída,despejado,motocicleta hasta 125cc,conductor,adulto,mujer,leve,448253.984,4475628.803,1,5
2021S000559,21:40:00,18.0,choque contra obstáculo fijo,despejado,furgoneta,conductor,adulto,hombre,sin asistencia,447550.044,4470018.536,1,5
2021S000559,21:40:00,18.0,choque contra obstáculo fijo,despejado,turismo,conductor,joven,hombre,sin asistencia,447550.044,4470018.536,1,5
2021S000560,22:30:00,5.0,caída,despejado,motocicleta hasta 125cc,conductor,adulto,hombre,sin asistencia,442547.682,4478083.048,1,6
2021S000561,22:30:00,1.0,caída,despejado,ciclomotor,conductor,joven,hombre,leve,440049.371,4475087.203,1,6
2021S000562,1:20:00,13.0,solo salida de la vía,despejado,turismo,conductor,adulto,hombre,sin asistencia,445497.95,4471785.916,1,0
2021S000564,11:05:00,3.0,choque contra obstáculo fijo,nevando,motocicleta hasta 125cc,conductor,joven,hombre,sin asistencia,442340.921,4474719.725,1,4
2021S000564,11:05:00,3.0,choque contra obstáculo fijo,nevando,motocicleta hasta 125cc,conductor,joven,hombre,sin asistencia,442340.921,4474719.725,1,4
2021S000564,11:05:00,3.0,choque contra obstáculo fijo,nevando,turismo,conductor,adulto,hombre,sin asistencia,442340.921,4474719.725,1,4
2021S000564,11:05:00,3.0,choque contra obstáculo fijo,nevando,turismo,conductor,joven,hombre,sin asistencia,442340.921,4474719.725,1,4
2021S000566,9:45:00,8.0,caída,despejado,motocicleta hasta 125cc,conductor,adulto,hombre,leve,440137.466,4480457.585,1,6
2021S000569,7:00:00,15.0,caída,despejado,motocicleta hasta 125cc,conductor,joven,hombre,leve,444092.979,4477340.485,1,0
2021S000570,8:40:00,4.0,colisión lateral,despejado,maquinaria de obras,conductor,adulto,hombre,sin asistencia,443753.349,4475670.036,1,0
2021S000570,8:40:00,4.0,colisión lateral,despejado,turismo,conductor,joven,mujer,sin asistencia,443753.349,4475670.036,1,0
2021S000571,13:00:00,5.0,choque contra obstáculo fijo,despejado,maquinaria de obras,conductor,adulto,hombre,sin asistencia,443659.736,4477653.701,1,4
2021S000571,13:00:00,5.0,choque contra obstáculo fijo,despejado,turismo,conductor,adulto,hombre,sin asistencia,443659.736,4477653.701,1,4
2021S000572,14:30:00,16.0,choque contra obstáculo fijo,despejado,furgoneta,conductor,adulto,hombre,sin asistencia,445076.078,4478678.481,1,4
2021S000573,13:20:00,7.0,caída,despejado,ciclomotor,conductor,joven,hombre,leve,441178.649,4475908.559,1,6
2021S000574,0:20:00,4.0,colisión fronto-lateral,despejado,turismo,conductor,joven,hombre,sin asistencia,442284.925,4476547.705,1,5
2021S000574,0:20:00,4.0,colisión fronto-lateral,despejado,turismo,conductor,joven,hombre,sin asistencia,442284.925,4476547.705,1,5
2021S000574,0:20:00,4.0,colisión fronto-lateral,despejado,turismo,pasajero,joven,hombre,sin asistencia,442284.925,4476547.705,1,5
2021S000574,0:20:00,4.0,colisión fronto-lateral,despejado,turismo,pasajero,joven,mujer,sin asistencia,442284.925,4476547.705,1,5
2021S000575,13:32:00,5.0,choque contra obstáculo fijo,despejado,camión rígido,conductor,adulto,hombre,sin asistencia,442972.312,4477646.301,1,4
2021S000575,13:32:00,5.0,choque contra obstáculo fijo,despejado,turismo,conductor,joven,hombre,sin asistencia,442972.312,4477646.301,1,4
2021S000575,13:32:00,5.0,choque contra obstáculo fijo,despejado,turismo,conductor,joven,hombre,sin asistencia,442972.312,4477646.301,1,4
2021S000576,10:55:00,16.0,colisión lateral,despejado,camión rígido,conductor,adulto,hombre,sin asistencia,444624.233,4479546.811,1,5
2021S000576,10:55:00,16.0,colisión lateral,despejado,turismo,conductor,adulto,hombre,sin asistencia,444624.233,4479546.811,1,5
2021S000577,13:20:00,14.0,atropello a persona,nevando,turismo,conductor,joven,hombre,sin asistencia,444195.054,4473917.382,1,6
2021S000577,13:20:00,14.0,atropello a persona,nevando,turismo,peatón,mayor,hombre,leve,444195.054,4473917.382,1,6
2021S000578,10:10:00,13.0,alcance,despejado,furgoneta,conductor,adulto,hombre,leve,444459.003,4472872.955,1,0
2021S000578,10:10:00,13.0,alcance,despejado,turismo,conductor,joven,mujer,sin asistencia,444459.003,4472872.955,1,0
2021S000580,7:50:00,15.0,colisión fronto-lateral,despejado,furgoneta,conductor,joven,hombre,sin asistencia,445058.332,4476047.655,1,0
2021S000580,7:50:00,15.0,colisión fronto-lateral,despejado,turismo,conductor,adulto,hombre,sin asistencia,445058.332,4476047.655,1,0
2021S000580,7:50:00,15.0,colisión fronto-lateral,despejado,turismo,conductor,joven,hombre,sin asistencia,445058.332,4476047.655,1,0
2021S000581,2:15:00,5.0,colisión lateral,despejado,camión rígido,conductor,adulto,hombre,sin asistencia,442573.182,4476824.274,1,6
2021S000581,2:15:00,5.0,colisión lateral,despejado,turismo,conductor,joven,hombre,sin asistencia,442573.182,4476824.274,1,6
2021S000581,2:15:00,5.0,colisión lateral,despejado,turismo,conductor,joven,hombre,sin asistencia,442573.182,4476824.274,1,6
2021S000582,10:10:00,2.0,colisión lateral,despejado,turismo,conductor,adulto,hombre,sin asistencia,442554.243,4471548.548,1,0
2021S000582,10:10:00,2.0,colisión lateral,despejado,turismo,pasajero,joven,hombre,sin asistencia,442554.243,4471548.548,1,0
2021S000582,10:10:00,2.0,colisión lateral,despejado,vehículo articulado,conductor,adulto,hombre,sin asistencia,442554.243,4471548.548,1,0
2021S000583,9:05:00,10.0,atropello a persona,despejado,furgoneta,conductor,adulto,hombre,sin asistencia,436136.098,4471019.083,1,3
2021S000583,9:05:00,10.0,atropello a persona,despejado,furgoneta,peatón,adulto,mujer,leve,436136.098,4471019.083,1,3
2021S000605,10:40:00,10.0,choque contra obstáculo fijo,despejado,turismo,conductor,joven,mujer,leve,434443.392,4471704.308,1,5
2021S000606,15:10:00,11.0,caída,despejado,motocicleta hasta 125cc,conductor,adulto,hombre,leve,438398.643,4471540.309,1,0
2021S000607,20:50:00,16.0,choque contra obstáculo fijo,despejado,turismo,conductor,joven,hombre,sin asistencia,444574.127,4481765.216,1,3
2021S000608,15:50:00,9.0,colisión lateral,despejado,camión rígido,conductor,adulto,hombre,sin asistencia,436403.269,4480092.357,1,0
2021S000608,15:50:00,9.0,colisión lateral,despejado,turismo,conductor,adulto,mujer,leve,436403.269,4480092.357,1,0
2021S000609,16:12:00,16.0,colisión fronto-lateral,despejado,turismo,conductor,joven,hombre,sin asistencia,445116.64,4479343.443,1,4
2021S000609,16:12:00,16.0,colisión fronto-lateral,despejado,turismo,conductor,adulto,mujer,sin asistencia,445116.64,4479343.443,1,4
2021S000609,16:12:00,16.0,colisión fronto-lateral,despejado,turismo,conductor,joven,hombre,sin asistencia,445116.64,4479343.443,1,4
2021S000610,18:35:00,12.0,colisión fronto-lateral,despejado,turismo,conductor,joven,hombre,leve,441067.03,4468918.076,1,5
2021S000610,18:35:00,12.0,colisión fronto-lateral,despejado,turismo,conductor,joven,hombre,sin asistencia,441067.03,4468918.076,1,5
2021S000612,21:15:00,11.0,colisión lateral,despejado,furgoneta,conductor,adolescente,hombre,sin asistencia,438338.621,4469382.019,1,6
2021S000612,21:15:00,11.0,colisión lateral,despejado,turismo,conductor,joven,hombre,sin asistencia,438338.621,4469382.019,1,6
2021S000613,14:17:00,4.0,alcance,despejado,otros vehículos con motor,conductor,joven,hombre,sin asistencia,443877.032,4476894.661,1,0
2021S000613,14:17:00,4.0,alcance,despejado,turismo,conductor,adulto,mujer,sin asistencia,443877.032,4476894.661,1,0
2021S000614,15:25:00,16.0,alcance,nevando,turismo,conductor,joven,hombre,sin asistencia,445505.853,4479522.541,1,4
2021S000614,15:25:00,16.0,alcance,nevando,turismo,conductor,adulto,hombre,sin asistencia,445505.853,4479522.541,1,4
2021S000615,16:30:00,21.0,choque contra obstáculo fijo,despejado,tractocamión,conductor,adulto,hombre,sin asistencia,450840.763,4478425.585,1,0
2021S000615,16:30:00,21.0,choque contra obstáculo fijo,despejado,turismo,conductor,joven,hombre,sin asistencia,450840.763,4478425.585,1,0
2021S000616,18:13:00,16.0,alcance,nevando,turismo,conductor,adulto,mujer,sin asistencia,446936.237,4478796.817,1,4
2021S000616,18:13:00,16.0,alcance,nevando,turismo,conductor,adulto,hombre,sin asistencia,446936.237,4478796.817,1,4
2021S000617,14:30:00,20.0,caída,despejado,motocicleta hasta 125cc,conductor,adulto,hombre,leve,451172.489,4477083.134,1,0
2021S000620,0:30:00,17.0,colisión múltiple,nevando,turismo,conductor,joven,hombre,sin asistencia,439248.24,4466451.641,1,6
2021S000620,0:30:00,17.0,colisión múltiple,nevando,turismo,conductor,joven,mujer,sin asistencia,439248.24,4466451.641,1,6
2021S000620,0:30:00,17.0,colisión múltiple,nevando,turismo,conductor,joven,hombre,sin asistencia,439248.24,4466451.641,1,6
2021S000621,18:15:00,8.0,choque contra obstáculo fijo,nevando,turismo,conductor,joven,hombre,sin asistencia,441817.981,4483275.115,1,4
2021S000621,18:15:00,8.0,choque contra obstáculo fijo,nevando,turismo,conductor,joven,hombre,sin asistencia,441817.981,4483275.115,1,4
2021S000622,23:30:00,19.0,caída,despejado,motocicleta hasta 125cc,conductor,joven,hombre,leve,449648.591,4472906.752,1,4
2021S000623,1:15:00,19.0,colisión múltiple,despejado,turismo,conductor,joven,hombre,leve,447970.35,4473048.884,1,5
2021S000623,1:15:00,19.0,colisión múltiple,despejado,turismo,conductor,adulto,hombre,leve,447970.35,4473048.884,1,5
2021S000623,1:15:00,19.0,colisión múltiple,despejado,turismo,conductor,joven,hombre,sin asistencia,447970.35,4473048.884,1,5
2021S000624,19:30:00,20.0,colisión lateral,despejado,furgoneta,conductor,adulto,hombre,sin asistencia,448094.459,4476151.128,1,0
2021S000624,19:30:00,20.0,colisión lateral,despejado,turismo,conductor,joven,hombre,sin asistencia,448094.459,4476151.128,1,0
2021S000626,20:05:00,15.0,choque contra obstáculo fijo,despejado,furgoneta,conductor,adulto,hombre,sin asistencia,445567.364,4476021.488,1,4
2021S000626,20:05:00,15.0,choque contra obstáculo fijo,despejado,furgoneta,conductor,joven,hombre,sin asistencia,445567.364,4476021.488,1,4
2021S000627,19:45:00,13.0,colisión lateral,despejado,furgoneta,conductor,adulto,hombre,sin asistencia,443237.715,4472158.558,1,0
2021S000627,19:45:00,13.0,colisión lateral,despejado,turismo,conductor,joven,hombre,sin asistencia,443237.715,4472158.558,1,0
2021S000628,17:00:00,9.0,choque contra obstáculo fijo,despejado,autobús,conductor,adulto,hombre,sin asistencia,438628.555,4475818.451,1,0
2021S000629,16:15:00,4.0,choque contra obstáculo fijo,despejado,maquinaria de obras,conductor,joven,hombre,sin asistencia,443938.635,4475885.147,1,0
2021S000630,20:10:00,16.0,colisión fronto-lateral,nevando,turismo,conductor,adolescente,hombre,sin asistencia,445209.807,4482271.591,1,4
2021S000630,20:10:00,16.0,colisión fronto-lateral,nevando,turismo,conductor,joven,hombre,sin asistencia,445209.807,4482271.591,1,4
2021S000631,20:50:00,7.0,choque contra obstáculo fijo,despejado,todo terreno,conductor,adulto,hombre,sin asistencia,439272.234,4476332.316,1,0
2021S000632,22:20:00,3.0,colisión lateral,despejado,autobús,conductor,adulto,hombre,sin asistencia,442611.842,4471564.15,1,0
2021S000632,22:20:00,3.0,colisión lateral,despejado,turismo,conductor,adulto,hombre,sin asistencia,442611.842,4471564.15,1,0
2021S000633,23:50:00,13.0,choque contra obstáculo fijo,despejado,turismo,conductor,adulto,hombre,sin asistencia,442980.067,4471064.678,1,0
2021S000634,7:48:00,2.0,caída,despejado,ciclomotor,conductor,adulto,hombre,leve,442176.885,4471480.026,1,0
2021S000637,0:45:00,19.0,colisión múltiple,despejado,turismo,conductor,joven,hombre,sin asistencia,448849.063,4472649.232,1,6
2021S000637,0:45:00,19.0,colisión múltiple,despejado,turismo,conductor,joven,hombre,sin asistencia,448849.063,4472649.232,1,6
2021S000637,0:45:00,19.0,colisión múltiple,despejado,turismo,conductor,joven,hombre,sin asistencia,448849.063,4472649.232,1,6
2021S000638,7:56:00,16.0,colisión lateral,despejado,camión rígido,conductor,adulto,hombre,sin asistencia,444933.404,4480745.562,1,0
2021S000638,7:56:00,16.0,colisión lateral,despejado,turismo,conductor,joven,hombre,sin asistencia,444933.404,4480745.562,1,0
2021S000638,7:56:00,16.0,colisión lateral,despejado,turismo,conductor,joven,hombre,sin asistencia,444933.404,4480745.562,1,0
2021S000639,0:15:00,2.0,caída,despejado,motocicleta > 125cc,conductor,adulto,hombre,leve,442602.485,4472303.712,1,0
2021S000639,0:15:00,2.0,caída,despejado,turismo,conductor,joven,hombre,sin asistencia,442602.485,4472303.712,1,0
2021S000640,8:25:00,4.0,caída,despejado,motocicleta hasta 125cc,conductor,adulto,hombre,leve,442926.985,4475961.48,1,1
2021S000640,8:25:00,4.0,caída,despejado,motocicleta hasta 125cc,pasajero,adulto,mujer,leve,442926.985,4475961.48,1,1
2021S000641,7:50:00,8.0,caída,despejado,motocicleta > 125cc,conductor,adulto,hombre,leve,438438.571,4480536.77,1,1
2021S000642,9:30:00,16.0,choque contra obstáculo fijo,despejado,turismo,conductor,mayor,hombre,sin asistencia,446895.651,4477993.629,1,1
2021S000643,10:40:00,13.0,colisión lateral,despejado,furgoneta,conductor,joven,hombre,sin asistencia,445940.848,4470279.69,1,1
2021S000643,10:40:00,13.0,colisión lateral,despejado,furgoneta,pasajero,adulto,hombre,sin asistencia,445940.848,4470279.69,1,1
2021S000643,10:40:00,13.0,colisión lateral,despejado,turismo,conductor,adulto,mujer,sin asistencia,445940.848,4470279.69,1,1
2021S000643,10:40:00,13.0,colisión lateral,despejado,turismo,pasajero,niños,mujer,sin asistencia,445940.848,4470279.69,1,1
2021S000644,11:40:00,4.0,colisión lateral,despejado,turismo,conductor,adulto,mujer,sin asistencia,443262.913,4474764.006,1,1
2021S000644,11:40:00,4.0,colisión lateral,despejado,turismo,conductor,adulto,mujer,sin asistencia,443262.913,4474764.006,1,1
2021S000647,22:20:00,19.0,caída,despejado,ciclomotor,conductor,joven,hombre,leve,447839.941,4472865.984,1,4
2021S000648,7:40:00,14.0,alcance,despejado,furgoneta,conductor,adulto,hombre,sin asistencia,443970.473,4473043.702,1,0
2021S000648,7:40:00,14.0,alcance,despejado,furgoneta,pasajero,adulto,hombre,sin asistencia,443970.473,4473043.702,1,0
2021S000648,7:40:00,14.0,alcance,despejado,turismo,conductor,adulto,hombre,sin asistencia,443970.473,4473043.702,1,0
2021S000649,10:05:00,13.0,caída,despejado,motocicleta hasta 125cc,conductor,joven,mujer,leve,442842.5,4471387.643,1,1
2021S000650,11:00:00,18.0,colisión fronto-lateral,despejado,otros vehículos con motor,conductor,adulto,hombre,leve,443907.691,4468187.778,1,1
2021S000650,11:00:00,18.0,colisión fronto-lateral,despejado,todo terreno,conductor,adulto,hombre,sin asistencia,443907.691,4468187.778,1,1
2021S000652,13:15:00,20.0,colisión múltiple,despejado,furgoneta,conductor,adulto,hombre,leve,447223.545,4476744.862,1,1
2021S000652,13:15:00,20.0,colisión múltiple,despejado,furgoneta,conductor,adulto,hombre,sin asistencia,447223.545,4476744.862,1,1
2021S000652,13:15:00,20.0,colisión múltiple,despejado,turismo,conductor,adulto,hombre,sin asistencia,447223.545,4476744.862,1,1
2021S000653,7:30:00,6.0,choque contra obstáculo fijo,nublado,turismo,conductor,joven,hombre,sin asistencia,440764.756,4480455.125,1,1
2021S000653,7:30:00,6.0,choque contra obstáculo fijo,nublado,turismo,conductor,joven,hombre,sin asistencia,440764.756,4480455.125,1,1
2021S000654,14:00:00,19.0,choque contra obstáculo fijo,despejado,camión rígido,conductor,joven,hombre,sin asistencia,452517.065,4472824.937,1,1
2021S000654,14:00:00,19.0,choque contra obstáculo fijo,despejado,turismo,conductor,joven,hombre,leve,452517.065,4472824.937,1,1
2021S000655,15:20:00,7.0,colisión lateral,despejado,tractocamión,conductor,adulto,hombre,sin asistencia,441219.855,4476612.31,1,1
2021S000655,15:20:00,7.0,colisión lateral,despejado,turismo,conductor,joven,hombre,sin asistencia,441219.855,4476612.31,1,1
